SEZIONE,coalition_votes,coalition_share,pd_votes,top10_pd,roma_futura_votes,top10_roma_futura,tipo
34,116,0.2,98,1. ANDREA ALEMANNI (9) | 2. CARLA CONSUELO FERMARIELLO (9) | 3. LORENZO MARINONE (7) | 4. YURI TROMBETTI (7) | 5. SVETLANA CELLI (6) | 6. FABRIZIO RUFO (5) | 7. SABRINA ALFONSI (4) | 8. CLAUDIA PAPPATA' (3) | 9. CRISTINA MICHETELLI (3) | 10. ERICA BATTAGLIA (2),18,1. GIOVANNI CAUDO (11) | 2. FRANCESCA MARINA MORPURGO (1) | 3. ROSSANA BASSI (1) | 4. TIZIANA BIOLGHINI (1) | 5. ALESSANDRA LATERZA (0) | 6. ALESSANDRA QUATTROCCHI (0) | 7. ANNA LODESERTO (0) | 8. CLAUDIA PRATELLI (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
35,118,0.2205607476635514,105,1. CARLA CONSUELO FERMARIELLO (8) | 2. ANDREA ALEMANNI (6) | 3. ERICA BATTAGLIA (5) | 4. SVETLANA CELLI (4) | 5. MARIANO ANGELUCCI (3) | 6. MAURIZIO VELOCCIA (3) | 7. ROCCO STELITANO (3) | 8. YURI TROMBETTI (3) | 9. ANTONIO CIANCIO (2) | 10. ILARIA PICCOLO (2),13,1. CLAUDIA PRATELLI (4) | 2. GIOVANNI CAUDO (4) | 3. PAOLO LECCESE (1) | 4. RUGGERO SCOTTI (1) | 5. TOMMASO FELICI (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
36,94,0.2017167381974249,85,1. ANDREA ALEMANNI (14) | 2. CARLA CONSUELO FERMARIELLO (9) | 3. CLAUDIA PAPPATA' (8) | 4. YURI TROMBETTI (8) | 5. CRISTINA MICHETELLI (6) | 6. NELLA CONVERTI (5) | 7. MAURIZIO VELOCCIA (3) | 8. SABRINA ALFONSI (2) | 9. ANTONIO CIANCIO (1) | 10. GIOVANNI ZANNOLA (1),9,1. CLAUDIA PRATELLI (3) | 2. GIOVANNI CAUDO (3) | 3. FLORESTANO PASTORE (2) | 4. FRANCESCA MARINA MORPURGO (2) | 5. DANIELA PATTI (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
37,103,0.2128099173553719,83,1. ANDREA ALEMANNI (8) | 2. GIULIA TEMPESTA (4) | 3. NELLA CONVERTI (4) | 4. RICCARDO CORBUCCI (4) | 5. STEFANO MARONGIU (3) | 6. SVETLANA CELLI (3) | 7. LORENZO MARINONE (2) | 8. MARCO ROSSI (2) | 9. UBALDO RIGHETTI (2) | 10. VALERIA BAGLIO (2),20,1. GIOVANNI CAUDO (5) | 2. VALERIO BONANNI (4) | 3. MARTINA TESTA (2) | 4. CLAUDIA PRATELLI (1) | 5. NICOLA CERABONA (1) | 6. RUGGERO SCOTTI (1) | 7. TIZIANA BIOLGHINI (1) | 8. ALESSANDRA LATERZA (0) | 9. ALESSANDRA QUATTROCCHI (0) | 10. ANNA LODESERTO (0),comune_2021
38,78,0.20365535248041775,66,1. ANDREA ALEMANNI (6) | 2. CARLA CONSUELO FERMARIELLO (4) | 3. DARIO MARCUCCI (4) | 4. MAURIZIO VELOCCIA (4) | 5. MONICA MORICONI (4) | 6. FABRIZIO RUFO (3) | 7. SABRINA ALFONSI (3) | 8. SVETLANA CELLI (3) | 9. ANTONELLA MELITO (2) | 10. GIULIA TEMPESTA (2),12,1. FRANCESCA MARINA MORPURGO (2) | 2. GIOVANNI CAUDO (2) | 3. MARIA ASSUNTA VITELLI (1) | 4. NICOLA CERABONA (1) | 5. VALERIO BONANNI (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. CLAUDIA PRATELLI (0) | 10. DANIELA PATTI (0),comune_2021
39,83,0.19080459770114944,70,1. CARLA CONSUELO FERMARIELLO (12) | 2. ANDREA ALEMANNI (3) | 3. FABRIZIO RUFO (3) | 4. MAURIZIO VELOCCIA (3) | 5. YURI TROMBETTI (3) | 6. ALESSANDRO LEPIDINI (2) | 7. CRISTINA MICHETELLI (2) | 8. DARIO MARCUCCI (2) | 9. NELLA CONVERTI (2) | 10. ANTONELLA MELITO (1),13,1. GIOVANNI CAUDO (4) | 2. NICOLA CERABONA (3) | 3. FRANCESCA MARINA MORPURGO (2) | 4. PAOLO LECCESE (2) | 5. DANIELA PATTI (1) | 6. MARIA ASSUNTA VITELLI (1) | 7. ROSSANA BASSI (1) | 8. RUGGERO SCOTTI (1) | 9. TOMMASO FELICI (1) | 10. VALERIO BONANNI (1),comune_2021
40,99,0.23294117647058823,87,1. ANDREA ALEMANNI (8) | 2. YURI TROMBETTI (5) | 3. CRISTINA MICHETELLI (4) | 4. CARLA CONSUELO FERMARIELLO (3) | 5. GIULIA TEMPESTA (3) | 6. RICCARDO CORBUCCI (3) | 7. SVETLANA CELLI (3) | 8. GIOVANNI CRISANTI (2) | 9. MAURIZIO VELOCCIA (2) | 10. SABRINA ALFONSI (2),12,1. DANIELA PATTI (3) | 2. PAOLO LECCESE (3) | 3. CLAUDIA PRATELLI (1) | 4. FRANCESCA MARINA MORPURGO (1) | 5. GIOVANNI CAUDO (1) | 6. LORENZO GASPARRINI (1) | 7. MARIA ASSUNTA VITELLI (1) | 8. NICOLA CERABONA (1) | 9. SIMONE SAPIENZA (1) | 10. VALERIO BONANNI (1),comune_2021
41,101,0.202,87,1. ANDREA ALEMANNI (10) | 2. CARLA CONSUELO FERMARIELLO (10) | 3. SVETLANA CELLI (9) | 4. FABRIZIO RUFO (6) | 5. MAURIZIO VELOCCIA (6) | 6. SABRINA ALFONSI (5) | 7. CLAUDIO PARAVATI (2) | 8. OLIMPIA TROILI (2) | 9. ROCCO STELITANO (2) | 10. YURI TROMBETTI (2),14,1. GIOVANNI CAUDO (7) | 2. ROBERTO TOMASSI (2) | 3. CLAUDIA PRATELLI (1) | 4. MARTINA TESTA (1) | 5. ROSSANA BASSI (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
42,75,0.20270270270270271,61,1. ANDREA ALEMANNI (9) | 2. SVETLANA CELLI (9) | 3. CARLA CONSUELO FERMARIELLO (1) | 4. MONICA MORICONI (1) | 5. YURI TROMBETTI (1) | 6. ALESSANDRO LEPIDINI (0) | 7. ANTONELLA MELITO (0) | 8. ANTONIO CIANCIO (0) | 9. ANTONIO STAMPETE (0) | 10. CLAUDIA PAPPATA' (0),14,1. GIOVANNI CAUDO (3) | 2. FRANCESCA MARINA MORPURGO (2) | 3. ANNA LODESERTO (1) | 4. CLAUDIA PRATELLI (1) | 5. LORENZO GASPARRINI (1) | 6. VALERIO BONANNI (1) | 7. ALESSANDRA LATERZA (0) | 8. ALESSANDRA QUATTROCCHI (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
43,50,0.16835016835016836,45,1. ANDREA ALEMANNI (4) | 2. LORENZO MARINONE (2) | 3. SVETLANA CELLI (2) | 4. ANTONELLA MELITO (1) | 5. ILARIA PICCOLO (1) | 6. PIETRO VITTORIO BARBIERI (1) | 7. UBALDO RIGHETTI (1) | 8. YURI TROMBETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANTONIO CIANCIO (0),5,1. GIOVANNI CAUDO (4) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
44,78,0.24299065420560748,71,1. YURI TROMBETTI (20) | 2. CARLA CONSUELO FERMARIELLO (14) | 3. ANDREA ALEMANNI (5) | 4. SVETLANA CELLI (3) | 5. CRISTINA MICHETELLI (2) | 6. FABRIZIO RUFO (2) | 7. MARIANO ANGELUCCI (2) | 8. ANTONELLA MELITO (1) | 9. DANIELE PARRUCCI (1) | 10. ELEONORA GRIMALDI (1),7,1. GIOVANNI CAUDO (3) | 2. CLAUDIA PRATELLI (1) | 3. FRANCESCA MARINA MORPURGO (1) | 4. ROSSANA BASSI (1) | 5. VALERIO BONANNI (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
45,92,0.2569832402234637,79,1. ANDREA ALEMANNI (11) | 2. CARLA CONSUELO FERMARIELLO (10) | 3. YURI TROMBETTI (6) | 4. FABRIZIO RUFO (4) | 5. MONICA MORICONI (4) | 6. CLAUDIA PAPPATA' (2) | 7. DARIO MARCUCCI (2) | 8. ERICA BATTAGLIA (2) | 9. MAURIZIO VELOCCIA (2) | 10. ANTONELLA MELITO (1),13,1. GIOVANNI CAUDO (6) | 2. CLAUDIA PRATELLI (2) | 3. FRANCESCA MARINA MORPURGO (1) | 4. TIZIANA BIOLGHINI (1) | 5. ALESSANDRA LATERZA (0) | 6. ALESSANDRA QUATTROCCHI (0) | 7. ANNA LODESERTO (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
46,70,0.171990171990172,59,1. ANDREA ALEMANNI (11) | 2. CARLA CONSUELO FERMARIELLO (5) | 3. SABRINA ALFONSI (4) | 4. STEFANO MARONGIU (3) | 5. YIFAN LIN (3) | 6. YURI TROMBETTI (3) | 7. DARIO MARCUCCI (2) | 8. FLAVIA RESTIVO (2) | 9. JULIAN COLABELLO (2) | 10. MONICA MORICONI (2),11,1. CLAUDIA PRATELLI (4) | 2. GIOVANNI CAUDO (3) | 3. MARCO CARLIZZI (2) | 4. NICOLA CERABONA (2) | 5. DANIELA PATTI (1) | 6. PAOLA SPINELLI (1) | 7. ALESSANDRA LATERZA (0) | 8. ALESSANDRA QUATTROCCHI (0) | 9. ANNA LODESERTO (0) | 10. DANIELE MANCINI (0),comune_2021
47,86,0.2182741116751269,72,1. ANDREA ALEMANNI (9) | 2. CARLA CONSUELO FERMARIELLO (7) | 3. MAURIZIO VELOCCIA (4) | 4. SABRINA ALFONSI (4) | 5. GIOVANNI ZANNOLA (3) | 6. SVETLANA CELLI (3) | 7. YURI TROMBETTI (3) | 8. DANIELE PARRUCCI (2) | 9. FABRIZIO RUFO (2) | 10. LORENZO MARINONE (2),14,1. FRANCESCA MARINA MORPURGO (3) | 2. CLAUDIA PRATELLI (2) | 3. FLORESTANO PASTORE (1) | 4. FRANCESCA DI POMPEO (1) | 5. ROSSANA BASSI (1) | 6. VALERIO BONANNI (1) | 7. ALESSANDRA LATERZA (0) | 8. ALESSANDRA QUATTROCCHI (0) | 9. ANNA LODESERTO (0) | 10. DANIELA PATTI (0),comune_2021
48,115,0.2549889135254989,96,1. ANDREA ALEMANNI (13) | 2. SVETLANA CELLI (8) | 3. CARLA CONSUELO FERMARIELLO (7) | 4. SABRINA ALFONSI (4) | 5. UBALDO RIGHETTI (4) | 6. CLAUDIA PAPPATA' (3) | 7. FLAVIA RESTIVO (2) | 8. GIULIA TEMPESTA (2) | 9. ANTONELLA MELITO (1) | 10. DANIELE PARRUCCI (1),19,1. GIOVANNI CAUDO (9) | 2. CLAUDIA PRATELLI (3) | 3. ALESSANDRA QUATTROCCHI (2) | 4. RICCARDO VALENTINI (2) | 5. GIAN LUCA RIPARBELLI (1) | 6. GUIDO SILIPO (1) | 7. MARIA ASSUNTA VITELLI (1) | 8. TIZIANA BIOLGHINI (1) | 9. ALESSANDRA LATERZA (0) | 10. ANNA LODESERTO (0),comune_2021
49,104,0.254278728606357,90,1. ANDREA ALEMANNI (19) | 2. CARLA CONSUELO FERMARIELLO (14) | 3. YURI TROMBETTI (14) | 4. SVETLANA CELLI (11) | 5. CLAUDIA PAPPATA' (3) | 6. MARIANO ANGELUCCI (3) | 7. DANIELE PARRUCCI (2) | 8. FABRIZIO RUFO (2) | 9. ILARIA PICCOLO (2) | 10. MAURIZIO VELOCCIA (2),14,1. ANNA LODESERTO (4) | 2. GIOVANNI CAUDO (4) | 3. LORENZO GASPARRINI (4) | 4. CLAUDIA PRATELLI (3) | 5. FRANCESCA MARINA MORPURGO (3) | 6. FLORESTANO PASTORE (1) | 7. ISABELLA BORRELLI (1) | 8. PAOLO LECCESE (1) | 9. STANISLAV ALYEKSANDROV (1) | 10. ALESSANDRA LATERZA (0),comune_2021
50,119,0.24435318275154005,90,1. ANDREA ALEMANNI (22) | 2. SVETLANA CELLI (15) | 3. CARLA CONSUELO FERMARIELLO (5) | 4. CLAUDIA PAPPATA' (3) | 5. VALERIA BAGLIO (3) | 6. FABRIZIO RUFO (2) | 7. NELLA CONVERTI (2) | 8. CLAUDIO PARAVATI (1) | 9. DANIELE PARRUCCI (1) | 10. DARIO MARCUCCI (1),29,1. ISABELLA BORRELLI (1) | 2. ALESSANDRA LATERZA (0) | 3. ALESSANDRA QUATTROCCHI (0) | 4. ANNA LODESERTO (0) | 5. CLAUDIA PRATELLI (0) | 6. DANIELA PATTI (0) | 7. DANIELE MANCINI (0) | 8. DAVIDE GROSSI (0) | 9. EMILIANO COFANO (0) | 10. EVA VITTORIA CAMMERINO (0),comune_2021
51,90,0.22277227722772278,78,1. ANDREA ALEMANNI (15) | 2. SVETLANA CELLI (12) | 3. CARLA CONSUELO FERMARIELLO (5) | 4. YURI TROMBETTI (4) | 5. GIOVANNI ZANNOLA (3) | 6. MAURIZIO VELOCCIA (3) | 7. ANTONIO STAMPETE (2) | 8. SABRINA ALFONSI (2) | 9. ANTONELLA MELITO (1) | 10. CLAUDIA PAPPATA' (1),12,1. GIOVANNI CAUDO (3) | 2. FLORESTANO PASTORE (1) | 3. PAOLA SPINELLI (1) | 4. SUSANNA SPAFFORD (1) | 5. TIZIANA BIOLGHINI (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. CLAUDIA PRATELLI (0) | 10. DANIELA PATTI (0),comune_2021
52,116,0.23819301848049282,105,1. ANDREA ALEMANNI (16) | 2. FABRIZIO RUFO (12) | 3. SVETLANA CELLI (11) | 4. NELLA CONVERTI (5) | 5. CARLA CONSUELO FERMARIELLO (4) | 6. DARIO MARCUCCI (4) | 7. YURI TROMBETTI (4) | 8. MONICA MORICONI (3) | 9. GIULIA TEMPESTA (2) | 10. SABRINA ALFONSI (2),11,1. GIOVANNI CAUDO (2) | 2. CLAUDIA PRATELLI (1) | 3. FRANCESCA MARINA MORPURGO (1) | 4. ALESSANDRA LATERZA (0) | 5. ALESSANDRA QUATTROCCHI (0) | 6. ANNA LODESERTO (0) | 7. DANIELA PATTI (0) | 8. DANIELE MANCINI (0) | 9. DAVIDE GROSSI (0) | 10. EMILIANO COFANO (0),comune_2021
53,101,0.22595078299776286,90,1. ANDREA ALEMANNI (13) | 2. CARLA CONSUELO FERMARIELLO (12) | 3. YURI TROMBETTI (5) | 4. MAURIZIO VELOCCIA (4) | 5. PIERO SANDULLI (4) | 6. DARIO MARCUCCI (3) | 7. ANTONELLA MELITO (2) | 8. FLAVIA RESTIVO (2) | 9. Lucia Lidia GUZMAN (2) | 10. OLIMPIA TROILI (2),11,1. GIOVANNI CAUDO (5) | 2. ALESSANDRA LATERZA (2) | 3. EVA VITTORIA CAMMERINO (2) | 4. CLAUDIA PRATELLI (1) | 5. DANIELA PATTI (1) | 6. ISABELLA BORRELLI (1) | 7. PAOLO LECCESE (1) | 8. RUGGERO SCOTTI (1) | 9. ALESSANDRA QUATTROCCHI (0) | 10. ANNA LODESERTO (0),comune_2021
54,115,0.22727272727272727,104,1. ANDREA ALEMANNI (19) | 2. CARLA CONSUELO FERMARIELLO (12) | 3. CLAUDIA PAPPATA' (6) | 4. NELLA CONVERTI (6) | 5. SVETLANA CELLI (6) | 6. FABRIZIO RUFO (5) | 7. MASSIMO DE SIMONI (3) | 8. DARIO MARCUCCI (2) | 9. GIAMMARCO PALMIERI (1) | 10. GIULIA TEMPESTA (1),11,1. CLAUDIA PRATELLI (3) | 2. NICOLA CERABONA (3) | 3. MARCO CARLIZZI (2) | 4. MARIA ASSUNTA VITELLI (2) | 5. DANIELA PATTI (1) | 6. DAVIDE GROSSI (1) | 7. FLORESTANO PASTORE (1) | 8. GIOVANNI CAUDO (1) | 9. PAOLO LECCESE (1) | 10. SIMONE SAPIENZA (1),comune_2021
55,85,0.256797583081571,69,1. ANDREA ALEMANNI (8) | 2. CARLA CONSUELO FERMARIELLO (6) | 3. SVETLANA CELLI (5) | 4. SABRINA ALFONSI (4) | 5. YURI TROMBETTI (3) | 6. JULIAN COLABELLO (2) | 7. LORENZO MARINONE (2) | 8. MAURIZIO VELOCCIA (2) | 9. MONICA MORICONI (2) | 10. ANTONIO STAMPETE (1),16,1. GIOVANNI CAUDO (7) | 2. TIZIANA BIOLGHINI (3) | 3. CLAUDIA PRATELLI (2) | 4. FRANCESCA MARINA MORPURGO (1) | 5. FRANCESCA TOLINO (1) | 6. SIMONE SAPIENZA (1) | 7. VALERIO BONANNI (1) | 8. ALESSANDRA LATERZA (0) | 9. ALESSANDRA QUATTROCCHI (0) | 10. ANNA LODESERTO (0),comune_2021
56,122,0.29397590361445786,108,1. ANDREA ALEMANNI (17) | 2. CARLA CONSUELO FERMARIELLO (12) | 3. SVETLANA CELLI (6) | 4. MAURIZIO VELOCCIA (4) | 5. SABRINA ALFONSI (4) | 6. CRISTINA MICHETELLI (3) | 7. FABRIZIO RUFO (3) | 8. CLAUDIA PAPPATA' (2) | 9. PIERO SANDULLI (2) | 10. RICCARDO CORBUCCI (2),14,1. GIOVANNI CAUDO (6) | 2. CLAUDIA PRATELLI (3) | 3. MARTINA TESTA (2) | 4. FLORESTANO PASTORE (1) | 5. FRANCESCA MARINA MORPURGO (1) | 6. ISABELLA BORRELLI (1) | 7. VALERIO BONANNI (1) | 8. ALESSANDRA LATERZA (0) | 9. ALESSANDRA QUATTROCCHI (0) | 10. ANNA LODESERTO (0),comune_2021
57,92,0.20309050772626933,81,1. CARLA CONSUELO FERMARIELLO (6) | 2. NELLA CONVERTI (5) | 3. SVETLANA CELLI (5) | 4. ANDREA ALEMANNI (4) | 5. FABRIZIO RUFO (3) | 6. YURI TROMBETTI (3) | 7. DANIELE PARRUCCI (2) | 8. MAURIZIO VELOCCIA (2) | 9. SABRINA ALFONSI (2) | 10. ANTONELLA MELITO (1),11,1. GIOVANNI CAUDO (4) | 2. FRANCESCA MARINA MORPURGO (2) | 3. DANIELA PATTI (1) | 4. FLORESTANO PASTORE (1) | 5. ISABELLA BORRELLI (1) | 6. PAOLO LECCESE (1) | 7. RUGGERO SCOTTI (1) | 8. ALESSANDRA LATERZA (0) | 9. ALESSANDRA QUATTROCCHI (0) | 10. ANNA LODESERTO (0),comune_2021
58,100,0.2028397565922921,90,1. CARLA CONSUELO FERMARIELLO (12) | 2. ANDREA ALEMANNI (7) | 3. ANTONIO STAMPETE (7) | 4. NELLA CONVERTI (7) | 5. SVETLANA CELLI (7) | 6. YURI TROMBETTI (6) | 7. FABRIZIO RUFO (4) | 8. SABRINA ALFONSI (4) | 9. CLAUDIA PAPPATA' (3) | 10. MARIANO ANGELUCCI (3),10,1. GIOVANNI CAUDO (4) | 2. CLAUDIA PRATELLI (3) | 3. FRANCESCA MARINA MORPURGO (3) | 4. VALERIO BONANNI (3) | 5. FLORESTANO PASTORE (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
59,76,0.19437340153452684,69,1. SABRINA ALFONSI (5) | 2. ANDREA ALEMANNI (3) | 3. CARLA CONSUELO FERMARIELLO (3) | 4. GIULIA TEMPESTA (3) | 5. RICCARDO CORBUCCI (3) | 6. SVETLANA CELLI (3) | 7. CLAUDIA PAPPATA' (2) | 8. CRISTINA MICHETELLI (2) | 9. MAURIZIO VELOCCIA (2) | 10. NELLA CONVERTI (2),7,1. GIOVANNI CAUDO (2) | 2. CLAUDIA PRATELLI (1) | 3. FRANCESCA MARINA MORPURGO (1) | 4. ROSSANA BASSI (1) | 5. SIMONE SAPIENZA (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
60,75,0.17321016166281755,61,1. ANDREA ALEMANNI (7) | 2. CARLA CONSUELO FERMARIELLO (3) | 3. SVETLANA CELLI (3) | 4. CLAUDIO PARAVATI (2) | 5. MAURIZIO VELOCCIA (2) | 6. CLAUDIA PAPPATA' (1) | 7. FABRIZIO RUFO (1) | 8. GIAMMARCO PALMIERI (1) | 9. GIOVANNI CRISANTI (1) | 10. GIOVANNI ZANNOLA (1),14,1. GIOVANNI CAUDO (7) | 2. FRANCESCA MARINA MORPURGO (4) | 3. CLAUDIA PRATELLI (2) | 4. FLORESTANO PASTORE (2) | 5. NICOLA CERABONA (1) | 6. PAOLA SPINELLI (1) | 7. RUGGERO SCOTTI (1) | 8. SIMONE SAPIENZA (1) | 9. TIZIANA BIOLGHINI (1) | 10. ALESSANDRA LATERZA (0),comune_2021
61,95,0.23227383863080683,84,1. ANDREA ALEMANNI (6) | 2. CARLA CONSUELO FERMARIELLO (4) | 3. MARIANO ANGELUCCI (3) | 4. SVETLANA CELLI (3) | 5. GIULIA TEMPESTA (2) | 6. LORENZO MARINONE (2) | 7. RICCARDO CORBUCCI (2) | 8. YURI TROMBETTI (2) | 9. FABRIZIO RUFO (1) | 10. GIOVANNI CRISANTI (1),11,1. CLAUDIA PRATELLI (4) | 2. GIOVANNI CAUDO (3) | 3. DAVIDE GROSSI (1) | 4. FRANCESCA MARINA MORPURGO (1) | 5. PAOLO LECCESE (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
62,75,0.17688679245283018,66,1. CARLA CONSUELO FERMARIELLO (9) | 2. MONICA MORICONI (8) | 3. ANDREA ALEMANNI (4) | 4. STEFANO MARONGIU (4) | 5. ANTONIO STAMPETE (3) | 6. DARIO MARCUCCI (2) | 7. GIAMMARCO PALMIERI (2) | 8. UBALDO RIGHETTI (2) | 9. GIULIA TEMPESTA (1) | 10. LORENZO MARINONE (1),9,1. NICOLA CERABONA (2) | 2. EMILIANO COFANO (1) | 3. GIOVANNI CAUDO (1) | 4. ISABELLA BORRELLI (1) | 5. LORENZO GASPARRINI (1) | 6. SIMONE SAPIENZA (1) | 7. ALESSANDRA LATERZA (0) | 8. ALESSANDRA QUATTROCCHI (0) | 9. ANNA LODESERTO (0) | 10. CLAUDIA PRATELLI (0),comune_2021
63,101,0.17876106194690267,74,1. ANDREA ALEMANNI (10) | 2. CARLA CONSUELO FERMARIELLO (8) | 3. MAURIZIO VELOCCIA (4) | 4. NELLA CONVERTI (4) | 5. FABRIZIO RUFO (3) | 6. GIULIA TEMPESTA (3) | 7. SABRINA ALFONSI (3) | 8. DARIO MARCUCCI (2) | 9. ERICA BATTAGLIA (2) | 10. MARIANO ANGELUCCI (2),27,1. GIOVANNI CAUDO (6) | 2. CLAUDIA PRATELLI (4) | 3. NICOLA CERABONA (3) | 4. ISABELLA BORRELLI (2) | 5. TIZIANA BIOLGHINI (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
64,81,0.175704989154013,69,1. SABRINA ALFONSI (6) | 2. MAURIZIO VELOCCIA (4) | 3. ANDREA ALEMANNI (2) | 4. CARLA CONSUELO FERMARIELLO (2) | 5. OLIMPIA TROILI (2) | 6. PIETRO VITTORIO BARBIERI (2) | 7. SVETLANA CELLI (2) | 8. YURI TROMBETTI (2) | 9. CLAUDIA PAPPATA' (1) | 10. CLAUDIO PARAVATI (1),12,1. GIOVANNI CAUDO (7) | 2. CLAUDIA PRATELLI (3) | 3. FRANCESCA MARINA MORPURGO (1) | 4. VALERIO BONANNI (1) | 5. ALESSANDRA LATERZA (0) | 6. ALESSANDRA QUATTROCCHI (0) | 7. ANNA LODESERTO (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
65,93,0.1781609195402299,84,1. MAURIZIO VELOCCIA (9) | 2. SABRINA ALFONSI (9) | 3. ANDREA ALEMANNI (4) | 4. CARLA CONSUELO FERMARIELLO (2) | 5. CLAUDIA PAPPATA' (2) | 6. FLAVIA RESTIVO (2) | 7. SVETLANA CELLI (2) | 8. ANTONIO STAMPETE (1) | 9. CRISTINA MICHETELLI (1) | 10. GIOVANNI CRISANTI (1),9,1. GIOVANNI CAUDO (3) | 2. LORENZO GASPARRINI (2) | 3. EVA VITTORIA CAMMERINO (1) | 4. ISABELLA BORRELLI (1) | 5. NICOLA CERABONA (1) | 6. TIZIANA BIOLGHINI (1) | 7. ALESSANDRA LATERZA (0) | 8. ALESSANDRA QUATTROCCHI (0) | 9. ANNA LODESERTO (0) | 10. CLAUDIA PRATELLI (0),comune_2021
66,69,0.17164179104477612,54,1. MARCO ROSSI (10) | 2. CARLA CONSUELO FERMARIELLO (4) | 3. MARIANO ANGELUCCI (2) | 4. ANTONELLA MELITO (1) | 5. FABRIZIO RUFO (1) | 6. GIULIA TEMPESTA (1) | 7. LORENZO MARINONE (1) | 8. MAURIZIO VELOCCIA (1) | 9. PIETRO VITTORIO BARBIERI (1) | 10. SVETLANA CELLI (1),15,1. GIOVANNI CAUDO (4) | 2. CLAUDIA PRATELLI (3) | 3. DAVIDE GROSSI (1) | 4. PAOLA SPINELLI (1) | 5. SIMONE SAPIENZA (1) | 6. ALESSANDRA LATERZA (0) | 7. ALESSANDRA QUATTROCCHI (0) | 8. ANNA LODESERTO (0) | 9. DANIELA PATTI (0) | 10. DANIELE MANCINI (0),comune_2021
67,82,0.1920374707259953,68,1. MARIANO ANGELUCCI (3) | 2. OLIMPIA TROILI (3) | 3. ERICA BATTAGLIA (2) | 4. GIOVANNI CRISANTI (2) | 5. MAURIZIO VELOCCIA (2) | 6. PIETRO VITTORIO BARBIERI (2) | 7. QAMAR ZAMAN (2) | 8. ANDREA ALEMANNI (1) | 9. ANTONIO CIANCIO (1) | 10. CLAUDIA PAPPATA' (1),14,1. GIOVANNI CAUDO (3) | 2. CLAUDIA PRATELLI (1) | 3. FLORESTANO PASTORE (1) | 4. FRANCESCA TOLINO (1) | 5. ALESSANDRA LATERZA (0) | 6. ALESSANDRA QUATTROCCHI (0) | 7. ANNA LODESERTO (0) | 8. DANIELA PATTI (0) | 9. DANIELE MANCINI (0) | 10. DAVIDE GROSSI (0),comune_2021
